USA,1019
CAN,8
ARG,8
TCH,5
ESP,4
GER,4
DOM,4
SRB,4
FRA,4
NGR,4
BRA,3
TUR,3
YUG,3
TRI,3
BEL,2
ISV,2
PUR,2
HOL,2
ENG,2
CHN,1
RUS,1
COD,1
LTU,1
MEX,1
HAI,1
VEN,1
CUB,1
ROM,1
BOS,1
SUI,1
