CA,103
PA,86
IL,76
NY,75
OH,48
TX,47
MI,43
NC,43
IN,41
NJ,40
KY,37
GA,34
TN,31
LA,27
FL,24
MN,21
MD,20
DC,18
WA,18
AL,18
MO,18
VA,17
AR,13
MS,13
OR,12
WV,10
KS,12
OK,9
SC,9
MA,8
UT,7
WI,7
IA,7
ND,5
CT,5
MT,4
RI,4
NE,3
AZ,2
ID,1
NV,1
DE,1
NM,1
